rodada,ano,mandante,visitante,vencedor,mandante_Placar,visitante_Placar
38,2021,Bragantino,Internacional,Bragantino,1,0
38,2021,Juventude,Corinthians,Juventude,1,0
38,2021,Gremio,Atletico-MG,Gremio,4,3
38,2021,Santos,Cuiaba,-,1,1
1,2022,Fluminense,Santos,-,0,0
1,2022,Atletico-GO,Flamengo,-,1,1
1,2022,Palmeiras,Ceara,Ceara,2,3
1,2022,Coritiba,Goias,Coritiba,3,0
1,2022,Botafogo-RJ,Corinthians,Corinthians,1,3
1,2022,Atletico-MG,Internacional,Atletico-MG,2,0
1,2022,Fortaleza,Cuiaba,Cuiaba,0,1
1,2022,Avai,America-MG,Avai,1,0
1,2022,Sao Paulo,Athletico-PR,Sao Paulo,4,0
1,2022,Juventude,Bragantino,-,2,2
2,2022,Goias,Palmeiras,-,1,1
2,2022,Corinthians,Avai,Corinthians,3,0
2,2022,America-MG,Juventude,America-MG,4,1
2,2022,Cuiaba,Fluminense,Fluminense,0,1
2,2022,Santos,Coritiba,Santos,2,1
2,2022,Flamengo,Sao Paulo,Flamengo,3,1
2,2022,Athletico-PR,Atletico-MG,Atletico-MG,0,1
2,2022,Internacional,Fortaleza,Internacional,2,1
2,2022,Bragantino,Atletico-GO,Bragantino,4,0
2,2022,Ceara,Botafogo-RJ,Botafogo-RJ,1,3
4,2022,Flamengo,Palmeiras,-,0,0
3,2022,Bragantino,Sao Paulo,-,1,1
3,2022,Athletico-PR,Flamengo,Athletico-PR,1,0
3,2022,Palmeiras,Corinthians,Palmeiras,3,0
3,2022,Fluminense,Internacional,Internacional,0,1
3,2022,Atletico-MG,Coritiba,-,2,2
3,2022,Santos,America-MG,Santos,3,0
3,2022,Juventude,Cuiaba,Cuiaba,0,1
3,2022,Atletico-GO,Botafogo-RJ,-,1,1
3,2022,Avai,Goias,Avai,3,2
4,2022,America-MG,Athletico-PR,America-MG,1,0
4,2022,Ceara,Bragantino,Bragantino,0,1
4,2022,Goias,Atletico-MG,-,2,2
4,2022,Cuiaba,Atletico-GO,-,1,1
4,2022,Botafogo-RJ,Juventude,-,1,1
4,2022,Corinthians,Fortaleza,Corinthians,1,0
4,2022,Coritiba,Fluminense,Coritiba,3,2
4,2022,Internacional,Avai,-,0,0
4,2022,Sao Paulo,Santos,Sao Paulo,2,1
5,2022,Atletico-MG,America-MG,America-MG,1,2
5,2022,Athletico-PR,Ceara,Athletico-PR,1,0
5,2022,Flamengo,Botafogo-RJ,Botafogo-RJ,0,1
5,2022,Palmeiras,Fluminense,-,1,1
5,2022,Atletico-GO,Goias,Goias,0,1
5,2022,Bragantino,Corinthians,Corinthians,0,1
5,2022,Santos,Cuiaba,Santos,4,1
5,2022,Fortaleza,Sao Paulo,-,1,1
5,2022,Juventude,Internacional,-,1,1
5,2022,Avai,Coritiba,Avai,2,1
7,2022,Bragantino,Atletico-MG,-,1,1
6,2022,Palmeiras,Bragantino,Palmeiras,2,0
6,2022,Ceara,Flamengo,-,2,2
6,2022,Atletico-MG,Atletico-GO,Atletico-MG,2,0
6,2022,Internacional,Corinthians,-,2,2
6,2022,Fluminense,Athletico-PR,Fluminense,2,1
6,2022,Sao Paulo,Cuiaba,Sao Paulo,2,1
6,2022,Coritiba,America-MG,Coritiba,1,0
6,2022,Botafogo-RJ,Fortaleza,Botafogo-RJ,3,1
6,2022,Avai,Juventude,Juventude,1,2
6,2022,Goias,Santos,Goias,1,0
7,2022,Atletico-GO,Coritiba,Atletico-GO,2,0
7,2022,Flamengo,Goias,Flamengo,1,0
7,2022,Santos,Ceara,-,0,0
7,2022,Juventude,Palmeiras,Palmeiras,0,3
7,2022,Cuiaba,Internacional,-,1,1
7,2022,America-MG,Botafogo-RJ,-,1,1
7,2022,Fortaleza,Fluminense,Fluminense,0,1
7,2022,Corinthians,Sao Paulo,-,1,1
7,2022,Athletico-PR,Avai,Athletico-PR,2,1
8,2022,Goias,Bragantino,-,1,1
8,2022,Sao Paulo,Ceara,-,2,2
8,2022,Fortaleza,Juventude,-,1,1
8,2022,Santos,Palmeiras,Palmeiras,0,1
8,2022,Coritiba,Botafogo-RJ,Coritiba,1,0
8,2022,Cuiaba,Athletico-PR,Athletico-PR,0,1
8,2022,Corinthians,America-MG,-,1,1
8,2022,Fluminense,Flamengo,Flamengo,1,2
8,2022,Atletico-MG,Avai,Atletico-MG,2,1
8,2022,Internacional,Atletico-GO,-,1,1
3,2022,Fortaleza,Ceara,Ceara,0,1
9,2022,America-MG,Cuiaba,America-MG,2,1
9,2022,Ceara,Coritiba,-,1,1
9,2022,Athletico-PR,Santos,-,2,2
9,2022,Avai,Sao Paulo,-,1,1
9,2022,Atletico-GO,Corinthians,Corinthians,0,1
9,2022,Juventude,Fluminense,Juventude,1,0
9,2022,Flamengo,Fortaleza,Fortaleza,1,2
9,2022,Palmeiras,Atletico-MG,-,0,0
9,2022,Bragantino,Internacional,Internacional,0,2
9,2022,Botafogo-RJ,Goias,Goias,1,2
10,2022,Cuiaba,Corinthians,Cuiaba,1,0
10,2022,America-MG,Ceara,Ceara,0,2
10,2022,Juventude,Athletico-PR,Athletico-PR,1,3
10,2022,Atletico-GO,Avai,Atletico-GO,2,1
10,2022,Bragantino,Flamengo,Bragantino,1,0
10,2022,Fluminense,Atletico-MG,Fluminense,5,3
10,2022,Santos,Internacional,-,1,1
10,2022,Palmeiras,Botafogo-RJ,Palmeiras,4,0
10,2022,Coritiba,Sao Paulo,-,1,1
10,2022,Fortaleza,Goias,-,1,1
11,2022,Corinthians,Juventude,Corinthians,2,0
11,2022,Atletico-MG,Santos,-,1,1
11,2022,Cuiaba,Bragantino,-,1,1
11,2022,Fluminense,Atletico-GO,Atletico-GO,0,2
11,2022,Internacional,Flamengo,Internacional,3,1
11,2022,Goias,Ceara,-,1,1
11,2022,Sao Paulo,America-MG,Sao Paulo,1,0
11,2022,Coritiba,Palmeiras,Palmeiras,0,2
11,2022,Fortaleza,Athletico-PR,-,0,0
11,2022,Botafogo-RJ,Avai,Avai,0,1
12,2022,Juventude,Santos,Santos,1,2
12,2022,Ceara,Atletico-MG,-,0,0
12,2022,Bragantino,Coritiba,Bragantino,4,2
12,2022,Goias,Internacional,Internacional,1,2
12,2022,Flamengo,Cuiaba,Flamengo,2,0
12,2022,America-MG,Fluminense,-,0,0
12,2022,Athletico-PR,Corinthians,-,1,1
12,2022,Botafogo-RJ,Sao Paulo,Botafogo-RJ,1,0
12,2022,Palmeiras,Atletico-GO,Palmeiras,4,2
12,2022,Avai,Fortaleza,Avai,3,2
13,2022,Cuiaba,Ceara,-,0,0
13,2022,Santos,Bragantino,-,2,2
13,2022,Atletico-MG,Flamengo,Atletico-MG,2,0
13,2022,Coritiba,Athletico-PR,Athletico-PR,0,1
13,2022,Corinthians,Goias,Corinthians,1,0
13,2022,Internacional,Botafogo-RJ,Botafogo-RJ,2,3
13,2022,Fortaleza,America-MG,Fortaleza,1,0
13,2022,Atletico-GO,Juventude,Atletico-GO,3,1
13,2022,Fluminense,Avai,Fluminense,2,0
13,2022,Sao Paulo,Palmeiras,Palmeiras,1,2
14,2022,Internacional,Coritiba,Internacional,3,0
14,2022,Athletico-PR,Bragantino,Athletico-PR,4,2
14,2022,Flamengo,America-MG,Flamengo,3,0
14,2022,Corinthians,Santos,-,0,0
14,2022,Atletico-MG,Fortaleza,Atletico-MG,3,2
14,2022,Avai,Palmeiras,-,2,2
14,2022,Botafogo-RJ,Fluminense,Fluminense,0,1
14,2022,Goias,Cuiaba,Goias,1,0
14,2022,Ceara,Atletico-GO,-,1,1
14,2022,Sao Paulo,Juventude,-,0,0
15,2022,Juventude,Atletico-MG,Atletico-MG,1,2
15,2022,Fluminense,Corinthians,Fluminense,4,0
15,2022,Santos,Flamengo,Flamengo,1,2
15,2022,Ceara,Internacional,-,1,1
15,2022,Palmeiras,Athletico-PR,Athletico-PR,0,2
15,2022,Avai,Cuiaba,Cuiaba,1,2
15,2022,Atletico-GO,Sao Paulo,Sao Paulo,1,2
15,2022,America-MG,Goias,America-MG,1,0
15,2022,Coritiba,Fortaleza,Coritiba,2,1
15,2022,Bragantino,Botafogo-RJ,Botafogo-RJ,0,1
16,2022,Bragantino,Avai,Bragantino,4,0
16,2022,Fluminense,Ceara,Fluminense,2,1
16,2022,Goias,Athletico-PR,Goias,2,1
16,2022,Coritiba,Juventude,-,2,2
16,2022,Corinthians,Flamengo,Corinthians,1,0
16,2022,Fortaleza,Palmeiras,-,0,0
16,2022,Atletico-MG,Sao Paulo,-,0,0
16,2022,Santos,Atletico-GO,Santos,1,0
16,2022,Cuiaba,Botafogo-RJ,Cuiaba,2,0
16,2022,Internacional,America-MG,Internacional,1,0
17,2022,Athletico-PR,Internacional,-,0,0
17,2022,Flamengo,Coritiba,Flamengo,2,0
17,2022,Avai,Santos,Avai,1,0
17,2022,Ceara,Corinthians,Ceara,3,1
17,2022,Juventude,Goias,-,0,0
17,2022,Sao Paulo,Fluminense,-,2,2
17,2022,Atletico-GO,Fortaleza,Fortaleza,0,1
17,2022,Botafogo-RJ,Atletico-MG,Atletico-MG,0,1
17,2022,America-MG,Bragantino,Bragantino,0,3
17,2022,Palmeiras,Cuiaba,Palmeiras,1,0
18,2022,Ceara,Avai,Ceara,1,0
18,2022,Goias,Fluminense,Fluminense,2,3
18,2022,Bragantino,Fortaleza,Bragantino,2,1
18,2022,Athletico-PR,Atletico-GO,Athletico-PR,4,1
18,2022,Flamengo,Juventude,Flamengo,4,0
18,2022,Internacional,Sao Paulo,-,3,3
18,2022,Santos,Botafogo-RJ,Santos,2,0
18,2022,Corinthians,Coritiba,Corinthians,3,1
18,2022,Cuiaba,Atletico-MG,-,1,1
18,2022,America-MG,Palmeiras,Palmeiras,0,1
19,2022,Sao Paulo,Goias,-,3,3
19,2022,Botafogo-RJ,Athletico-PR,Botafogo-RJ,2,0
19,2022,Avai,Flamengo,Flamengo,1,2
19,2022,Palmeiras,Internacional,Palmeiras,2,1
19,2022,Juventude,Ceara,Juventude,1,0
19,2022,Fluminense,Bragantino,Fluminense,2,1
19,2022,Atletico-GO,America-MG,America-MG,0,1
19,2022,Atletico-MG,Corinthians,Corinthians,1,2
19,2022,Fortaleza,Santos,-,0,0
19,2022,Coritiba,Cuiaba,Coritiba,1,0
20,2022,Goias,Coritiba,Goias,1,0
20,2022,Ceara,Palmeiras,Palmeiras,1,2
20,2022,Corinthians,Botafogo-RJ,Corinthians,1,0
20,2022,Flamengo,Atletico-GO,Flamengo,4,1
20,2022,Internacional,Atletico-MG,Internacional,3,0
20,2022,Athletico-PR,Sao Paulo,Athletico-PR,1,0
20,2022,Cuiaba,Fortaleza,Fortaleza,0,1
20,2022,America-MG,Avai,America-MG,3,1
20,2022,Bragantino,Juventude,Bragantino,1,0
20,2022,Santos,Fluminense,-,2,2
21,2022,Juventude,America-MG,America-MG,0,1
21,2022,Botafogo-RJ,Ceara,-,1,1
21,2022,Atletico-GO,Bragantino,Atletico-GO,2,1
21,2022,Avai,Corinthians,-,1,1
21,2022,Sao Paulo,Flamengo,Flamengo,0,2
21,2022,Fluminense,Cuiaba,Fluminense,1,0
21,2022,Palmeiras,Goias,Palmeiras,3,0
21,2022,Fortaleza,Internacional,Fortaleza,3,0
21,2022,Atletico-MG,Athletico-PR,Athletico-PR,2,3
21,2022,Coritiba,Santos,Santos,1,2
22,2022,Goias,Avai,-,1,1
22,2022,Corinthians,Palmeiras,Palmeiras,0,1
22,2022,Cuiaba,Juventude,Cuiaba,1,0
22,2022,Botafogo-RJ,Atletico-GO,-,0,0
22,2022,Coritiba,Atletico-MG,Atletico-MG,0,1
22,2022,Ceara,Fortaleza,Fortaleza,0,1
22,2022,Flamengo,Athletico-PR,Flamengo,5,0
22,2022,Sao Paulo,Bragantino,Sao Paulo,3,0
22,2022,America-MG,Santos,America-MG,1,0
22,2022,Internacional,Fluminense,Internacional,3,0
23,2022,Atletico-MG,Goias,Goias,0,1
23,2022,Fluminense,Coritiba,Fluminense,5,2
23,2022,Juventude,Botafogo-RJ,-,2,2
23,2022,Palmeiras,Flamengo,-,1,1
23,2022,Athletico-PR,America-MG,-,1,1
23,2022,Atletico-GO,Cuiaba,-,1,1
23,2022,Fortaleza,Corinthians,Fortaleza,1,0
23,2022,Bragantino,Ceara,-,1,1
23,2022,Santos,Sao Paulo,Santos,1,0
23,2022,Avai,Internacional,Internacional,0,1
24,2022,Goias,Atletico-GO,Goias,2,1
24,2022,Coritiba,Avai,Coritiba,1,0
24,2022,Fluminense,Palmeiras,-,1,1
24,2022,Ceara,Athletico-PR,-,0,0
24,2022,America-MG,Atletico-MG,-,1,1
24,2022,Sao Paulo,Fortaleza,Fortaleza,0,1
24,2022,Botafogo-RJ,Flamengo,Flamengo,0,1
24,2022,Cuiaba,Santos,-,0,0
24,2022,Internacional,Juventude,Internacional,4,0
24,2022,Corinthians,Bragantino,Corinthians,1,0
25,2022,Juventude,Avai,-,1,1
25,2022,Bragantino,Palmeiras,-,2,2
25,2022,Athletico-PR,Fluminense,Athletico-PR,1,0
25,2022,America-MG,Coritiba,America-MG,2,0
25,2022,Flamengo,Ceara,-,1,1
25,2022,Corinthians,Internacional,-,2,2
25,2022,Fortaleza,Botafogo-RJ,Botafogo-RJ,1,3
25,2022,Atletico-GO,Atletico-MG,Atletico-MG,0,2
25,2022,Cuiaba,Sao Paulo,-,1,1
25,2022,Santos,Goias,Goias,1,2
26,2022,Atletico-MG,Bragantino,-,1,1
26,2022,Ceara,Santos,Ceara,2,1
26,2022,Internacional,Cuiaba,Internacional,1,0
26,2022,Fluminense,Fortaleza,Fluminense,2,1
26,2022,Palmeiras,Juventude,Palmeiras,2,1
26,2022,Avai,Athletico-PR,-,1,1
26,2022,Botafogo-RJ,America-MG,-,0,0
26,2022,Coritiba,Atletico-GO,Coritiba,2,0
26,2022,Sao Paulo,Corinthians,-,1,1
26,2022,Goias,Flamengo,-,1,1
27,2022,Avai,Atletico-MG,Avai,1,0
27,2022,Botafogo-RJ,Coritiba,Botafogo-RJ,2,0
27,2022,Bragantino,Goias,-,1,1
27,2022,Ceara,Sao Paulo,Sao Paulo,0,2
27,2022,Flamengo,Fluminense,Fluminense,1,2
27,2022,Juventude,Fortaleza,-,1,1
27,2022,America-MG,Corinthians,America-MG,1,0
27,2022,Palmeiras,Santos,Palmeiras,1,0
27,2022,Athletico-PR,Cuiaba,-,2,2
27,2022,Atletico-GO,Internacional,Internacional,1,2
28,2022,Sao Paulo,Avai,Sao Paulo,4,0
28,2022,Santos,Athletico-PR,Santos,2,0
28,2022,Fortaleza,Flamengo,Fortaleza,3,2
28,2022,Corinthians,Atletico-GO,Corinthians,2,1
28,2022,Fluminense,Juventude,Fluminense,4,0
28,2022,Coritiba,Ceara,Coritiba,1,0
28,2022,Cuiaba,America-MG,Cuiaba,2,1
28,2022,Goias,Botafogo-RJ,Botafogo-RJ,0,1
28,2022,Internacional,Bragantino,-,0,0
28,2022,Atletico-MG,Palmeiras,Palmeiras,0,1
29,2022,Atletico-MG,Fluminense,Atletico-MG,2,0
29,2022,Ceara,America-MG,America-MG,1,2
29,2022,Internacional,Santos,Internacional,1,0
29,2022,Avai,Atletico-GO,Atletico-GO,1,2
29,2022,Athletico-PR,Juventude,Athletico-PR,2,0
29,2022,Flamengo,Bragantino,Flamengo,4,1
29,2022,Goias,Fortaleza,Fortaleza,0,1
29,2022,Corinthians,Cuiaba,Corinthians,2,0
29,2022,Botafogo-RJ,Palmeiras,Palmeiras,1,3
30,2022,Juventude,Corinthians,-,2,2
30,2022,Atletico-GO,Fluminense,Atletico-GO,3,2
30,2022,Ceara,Goias,-,1,1
30,2022,Bragantino,Cuiaba,Bragantino,2,1
30,2022,Athletico-PR,Fortaleza,-,1,1
30,2022,Flamengo,Internacional,-,0,0
30,2022,Santos,Atletico-MG,Atletico-MG,1,2
30,2022,Palmeiras,Coritiba,Palmeiras,4,0
30,2022,Avai,Botafogo-RJ,Botafogo-RJ,1,2
30,2022,America-MG,Sao Paulo,Sao Paulo,1,2
31,2022,Cuiaba,Flamengo,Flamengo,1,2
31,2022,Corinthians,Athletico-PR,Corinthians,2,1
31,2022,Internacional,Goias,Internacional,4,2
31,2022,Fortaleza,Avai,Fortaleza,2,0
31,2022,Sao Paulo,Botafogo-RJ,Botafogo-RJ,0,1
31,2022,Coritiba,Bragantino,Coritiba,2,1
31,2022,Atletico-MG,Ceara,-,0,0
31,2022,Fluminense,America-MG,America-MG,0,2
31,2022,Atletico-GO,Palmeiras,-,1,1
31,2022,Santos,Juventude,Santos,4,1
32,2022,Flamengo,Atletico-MG,Flamengo,1,0
32,2022,America-MG,Fortaleza,Fortaleza,1,2
32,2022,Palmeiras,Sao Paulo,-,0,0
32,2022,Ceara,Cuiaba,-,1,1
32,2022,Juventude,Atletico-GO,-,1,1
32,2022,Botafogo-RJ,Internacional,Internacional,0,1
32,2022,Avai,Fluminense,Fluminense,0,3
32,2022,Athletico-PR,Coritiba,Athletico-PR,1,0
32,2022,Bragantino,Santos,Santos,0,2
29,2022,Sao Paulo,Coritiba,Sao Paulo,3,1
33,2022,Bragantino,Athletico-PR,Bragantino,4,2
33,2022,America-MG,Flamengo,Flamengo,1,2
33,2022,Santos,Corinthians,Corinthians,0,1
33,2022,Palmeiras,Avai,Palmeiras,3,0
33,2022,Juventude,Sao Paulo,Sao Paulo,1,2
33,2022,Fluminense,Botafogo-RJ,-,2,2
33,2022,Atletico-GO,Ceara,Atletico-GO,1,0
33,2022,Cuiaba,Goias,Goias,1,2
33,2022,Coritiba,Internacional,-,1,1
33,2022,Fortaleza,Atletico-MG,-,0,0
34,2022,Flamengo,Santos,Flamengo,3,2
34,2022,Athletico-PR,Palmeiras,Palmeiras,1,3
34,2022,Botafogo-RJ,Bragantino,Botafogo-RJ,2,1
34,2022,Internacional,Ceara,Internacional,2,1
34,2022,Goias,America-MG,-,2,2
34,2022,Corinthians,Fluminense,Fluminense,0,2
34,2022,Fortaleza,Coritiba,Fortaleza,3,1
34,2022,Sao Paulo,Atletico-GO,Sao Paulo,2,1
34,2022,Atletico-MG,Juventude,Atletico-MG,1,0
34,2022,Cuiaba,Avai,Cuiaba,1,0
32,2022,Goias,Corinthians,-,0,0
35,2022,Ceara,Fluminense,Fluminense,0,1
35,2022,Botafogo-RJ,Cuiaba,Cuiaba,0,2
35,2022,Sao Paulo,Atletico-MG,-,2,2
35,2022,Athletico-PR,Goias,Athletico-PR,3,2
35,2022,America-MG,Internacional,America-MG,1,0
35,2022,Atletico-GO,Santos,Santos,2,3
35,2022,Juventude,Coritiba,Coritiba,0,1
35,2022,Avai,Bragantino,Bragantino,1,2
35,2022,Flamengo,Corinthians,Corinthians,1,2
35,2022,Palmeiras,Fortaleza,Palmeiras,4,0
36,2022,Fluminense,Sao Paulo,Fluminense,3,1
36,2022,Santos,Avai,-,1,1
36,2022,Bragantino,America-MG,America-MG,1,4
36,2022,Goias,Juventude,Goias,1,0
36,2022,Corinthians,Ceara,Corinthians,1,0
36,2022,Internacional,Athletico-PR,Internacional,2,0
36,2022,Fortaleza,Atletico-GO,-,1,1
36,2022,Coritiba,Flamengo,Coritiba,1,0
36,2022,Cuiaba,Palmeiras,-,1,1
36,2022,Atletico-MG,Botafogo-RJ,Botafogo-RJ,0,2
37,2022,Sao Paulo,Internacional,Internacional,0,1
37,2022,Fluminense,Goias,Fluminense,3,0
37,2022,Coritiba,Corinthians,-,2,2
37,2022,Avai,Ceara,Avai,2,0
37,2022,Fortaleza,Bragantino,Fortaleza,6,0
37,2022,Atletico-GO,Athletico-PR,-,1,1
37,2022,Juventude,Flamengo,-,2,2
37,2022,Palmeiras,America-MG,Palmeiras,2,1
37,2022,Atletico-MG,Cuiaba,Atletico-MG,3,0
37,2022,Botafogo-RJ,Santos,Botafogo-RJ,3,0
38,2022,Flamengo,Avai,Avai,1,2
38,2022,Athletico-PR,Botafogo-RJ,Athletico-PR,3,0
38,2022,Ceara,Juventude,Ceara,4,1
38,2022,America-MG,Atletico-GO,-,1,1
38,2022,Santos,Fortaleza,Fortaleza,0,2
38,2022,Cuiaba,Coritiba,Cuiaba,2,1
38,2022,Bragantino,Fluminense,Fluminense,0,1
38,2022,Corinthians,Atletico-MG,Atletico-MG,0,1
38,2022,Internacional,Palmeiras,Internacional,3,0
38,2022,Goias,Sao Paulo,Sao Paulo,0,4
1,2023,Palmeiras,Cuiaba,Palmeiras,2,1
1,2023,America-MG,Fluminense,Fluminense,0,3
1,2023,Bragantino,Bahia,Bragantino,2,1
1,2023,Athletico-PR,Goias,Athletico-PR,2,0
1,2023,Fortaleza,Internacional,-,1,1
1,2023,Botafogo-RJ,Sao Paulo,Botafogo-RJ,2,1
1,2023,Atletico-MG,Vasco,Vasco,1,2
1,2023,Flamengo,Coritiba,Flamengo,3,0
1,2023,Corinthians,Cruzeiro,Corinthians,2,1
1,2023,Gremio,Santos,Gremio,1,0
2,2023,Fluminense,Athletico-PR,Fluminense,2,0
2,2023,Cuiaba,Bragantino,-,1,1
2,2023,Sao Paulo,America-MG,Sao Paulo,3,0
2,2023,Cruzeiro,Gremio,Cruzeiro,1,0
2,2023,Internacional,Flamengo,Internacional,2,1
2,2023,Santos,Atletico-MG,-,0,0
2,2023,Vasco,Palmeiras,-,2,2
2,2023,Coritiba,Fortaleza,Fortaleza,0,3
2,2023,Goias,Corinthians,Goias,3,1
2,2023,Bahia,Botafogo-RJ,Botafogo-RJ,1,2
3,2023,Coritiba,Sao Paulo,-,1,1
3,2023,Fortaleza,Fluminense,Fortaleza,4,2
3,2023,Palmeiras,Corinthians,Palmeiras,2,1
3,2023,Santos,America-MG,Santos,3,2
3,2023,Bragantino,Cruzeiro,Cruzeiro,0,3
3,2023,Atletico-MG,Athletico-PR,Atletico-MG,2,1
3,2023,Flamengo,Botafogo-RJ,Botafogo-RJ,2,3
3,2023,Cuiaba,Gremio,Gremio,1,2
3,2023,Internacional,Goias,Internacional,1,0
3,2023,Vasco,Bahia,Bahia,0,1
4,2023,Cruzeiro,Santos,Cruzeiro,2,1
4,2023,Fluminense,Vasco,-,1,1
4,2023,America-MG,Cuiaba,Cuiaba,1,2
4,2023,Bahia,Coritiba,Bahia,3,1
4,2023,Athletico-PR,Flamengo,Athletico-PR,2,1
4,2023,Sao Paulo,Internacional,Sao Paulo,2,0
4,2023,Gremio,Bragantino,-,3,3
4,2023,Botafogo-RJ,Atletico-MG,Botafogo-RJ,2,0
4,2023,Goias,Palmeiras,Palmeiras,0,5
4,2023,Corinthians,Fortaleza,-,1,1
5,2023,Santos,Bahia,Santos,3,0
5,2023,Internacional,Athletico-PR,Athletico-PR,0,2
5,2023,Bragantino,America-MG,-,2,2
5,2023,Cuiaba,Atletico-MG,Atletico-MG,0,4
5,2023,Flamengo,Goias,Flamengo,2,0
5,2023,Cruzeiro,Fluminense,Fluminense,0,2
5,2023,Palmeiras,Gremio,Palmeiras,4,1
5,2023,Coritiba,Vasco,-,1,1
5,2023,Botafogo-RJ,Corinthians,Botafogo-RJ,3,0
5,2023,Fortaleza,Sao Paulo,-,0,0
6,2023,Bahia,Flamengo,Flamengo,2,3
6,2023,Fluminense,Cuiaba,Fluminense,2,0
6,2023,Palmeiras,Bragantino,-,1,1
6,2023,Atletico-MG,Internacional,Atletico-MG,2,0
6,2023,Gremio,Fortaleza,-,0,0
6,2023,Vasco,Santos,Santos,0,1
6,2023,Corinthians,Sao Paulo,-,1,1
6,2023,Athletico-PR,Coritiba,Athletico-PR,3,2
6,2023,America-MG,Cruzeiro,Cruzeiro,0,4
6,2023,Goias,Botafogo-RJ,Goias,2,1
7,2023,Bahia,Goias,-,1,1
7,2023,Bragantino,Athletico-PR,Bragantino,2,0
7,2023,Sao Paulo,Vasco,Sao Paulo,4,2
7,2023,America-MG,Fortaleza,America-MG,2,1
7,2023,Botafogo-RJ,Fluminense,Botafogo-RJ,1,0
7,2023,Coritiba,Atletico-MG,Atletico-MG,1,2
7,2023,Santos,Palmeiras,-,0,0
7,2023,Flamengo,Corinthians,Flamengo,1,0
7,2023,Gremio,Internacional,Gremio,3,1
7,2023,Cruzeiro,Cuiaba,Cuiaba,0,1
8,2023,Athletico-PR,Gremio,Gremio,1,2
8,2023,Fortaleza,Vasco,Fortaleza,2,0
8,2023,Flamengo,Cruzeiro,-,1,1
8,2023,Cuiaba,Coritiba,-,1,1
8,2023,Sao Paulo,Goias,Sao Paulo,2,1
8,2023,Internacional,Bahia,Internacional,2,0
8,2023,Corinthians,Fluminense,Corinthians,2,0
8,2023,Bragantino,Santos,Bragantino,2,0
8,2023,Atletico-MG,Palmeiras,-,1,1
8,2023,Botafogo-RJ,America-MG,Botafogo-RJ,2,0
9,2023,Fortaleza,Bahia,-,0,0
9,2023,Athletico-PR,Botafogo-RJ,Athletico-PR,1,0
9,2023,Cruzeiro,Atletico-MG,Atletico-MG,0,1
9,2023,America-MG,Corinthians,America-MG,2,0
9,2023,Santos,Internacional,-,1,1
9,2023,Fluminense,Bragantino,Fluminense,2,1
9,2023,Gremio,Sao Paulo,Gremio,2,1
9,2023,Goias,Cuiaba,Cuiaba,0,1
9,2023,Palmeiras,Coritiba,Palmeiras,3,1
9,2023,Vasco,Flamengo,Flamengo,1,4
10,2023,Coritiba,Santos,-,0,0
10,2023,Atletico-MG,Bragantino,-,1,1
10,2023,Bahia,Cruzeiro,-,2,2
10,2023,Corinthians,Cuiaba,-,1,1
10,2023,Botafogo-RJ,Fortaleza,Botafogo-RJ,2,0
10,2023,America-MG,Athletico-PR,-,2,2
10,2023,Sao Paulo,Palmeiras,Palmeiras,0,2
10,2023,Internacional,Vasco,Internacional,2,1
10,2023,Flamengo,Gremio,Flamengo,3,0
10,2023,Goias,Fluminense,-,2,2
11,2023,Cruzeiro,Fortaleza,Fortaleza,0,1
11,2023,Sao Paulo,Athletico-PR,Sao Paulo,2,1
11,2023,Santos,Corinthians,Corinthians,0,2
11,2023,Fluminense,Atletico-MG,-,1,1
11,2023,Bahia,Palmeiras,Bahia,1,0
11,2023,Gremio,America-MG,Gremio,3,1
11,2023,Cuiaba,Botafogo-RJ,Botafogo-RJ,0,1
11,2023,Vasco,Goias,Goias,0,1
11,2023,Coritiba,Internacional,Internacional,0,1
11,2023,Bragantino,Flamengo,Bragantino,4,0
12,2023,Athletico-PR,Corinthians,Athletico-PR,1,0
12,2023,Fluminense,Bahia,Fluminense,2,1
12,2023,Fortaleza,Atletico-MG,Fortaleza,2,1
12,2023,Cruzeiro,Sao Paulo,Cruzeiro,1,0
12,2023,Palmeiras,Botafogo-RJ,Botafogo-RJ,0,1
12,2023,Gremio,Coritiba,Gremio,5,1
12,2023,Bragantino,Goias,Bragantino,2,0
12,2023,America-MG,Internacional,Internacional,1,2
12,2023,Santos,Flamengo,Flamengo,2,3
12,2023,Vasco,Cuiaba,Vasco,1,0
13,2023,Sao Paulo,Fluminense,Sao Paulo,1,0
13,2023,Flamengo,Fortaleza,Flamengo,2,0
13,2023,Bahia,Gremio,Gremio,1,2
13,2023,Internacional,Cruzeiro,-,0,0
13,2023,Corinthians,Bragantino,Bragantino,0,1
13,2023,Botafogo-RJ,Vasco,Botafogo-RJ,2,0
13,2023,Atletico-MG,America-MG,-,2,2
13,2023,Athletico-PR,Palmeiras,-,2,2
13,2023,Cuiaba,Santos,Cuiaba,3,0
13,2023,Goias,Coritiba,Coritiba,1,2
14,2023,Cuiaba,Bahia,-,1,1
14,2023,Vasco,Cruzeiro,Cruzeiro,0,1
14,2023,Atletico-MG,Corinthians,Corinthians,0,1
14,2023,Coritiba,America-MG,Coritiba,3,1
14,2023,Palmeiras,Flamengo,-,1,1
14,2023,Santos,Goias,Santos,4,3
14,2023,Bragantino,Sao Paulo,-,0,0
14,2023,Fluminense,Internacional,Fluminense,2,0
